data_item_timestamp,ticket_id,timezone_timestamp,time
2015-06-12 12:51:43.196,4718047,2015-06-12 08:51:43,08:51:43
2015-06-12 13:27:18.204,4715010,2015-06-12 08:27:18,08:27:18
2015-06-12 13:27:24.014,4715010,2015-06-12 08:27:24,08:27:24
2015-06-12 13:27:28.960,4715010,2015-06-12 08:27:28,08:27:28
2015-06-12 13:28:06.217,4715010,2015-06-12 08:28:06,08:28:06
2015-06-12 13:28:31.894,4715010,2015-06-12 08:28:31,08:28:31
2015-06-12 13:29:10.030,4715010,2015-06-12 08:29:10,08:29:10
2015-06-12 13:29:10.123,4715010,2015-06-12 08:29:10,08:29:10
2015-06-12 13:29:10.132,4715010,2015-06-12 08:29:10,08:29:10
2015-06-12 14:52:06.867,4716727,2015-06-12 10:52:06,10:52:06
2015-06-12 14:52:07.016,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.220,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.404,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.506,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.595,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.734,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 14:52:07.949,4716727,2015-06-12 10:52:07,10:52:07
2015-06-12 16:25:42.223,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.313,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.414,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.507,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.588,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.690,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.780,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:25:42.872,4716859,2015-06-12 12:25:42,12:25:42
2015-06-12 16:36:30.247,4716726,2015-06-12 12:36:30,12:36:30
2015-06-12 16:38:15.230,4716726,2015-06-12 12:38:15,12:38:15
2015-06-12 16:38:18.562,4716726,2015-06-12 12:38:18,12:38:18
2015-06-12 16:38:33.425,4716726,2015-06-12 12:38:33,12:38:33
2015-06-12 16:39:37.749,4716726,2015-06-12 12:39:37,12:39:37
2015-06-12 16:39:47.779,4716726,2015-06-12 12:39:47,12:39:47
2015-06-12 16:40:11.375,4716726,2015-06-12 12:40:11,12:40:11
2015-06-12 16:40:16.531,4716726,2015-06-12 12:40:16,12:40:16
2015-06-12 16:46:41.769,4716721,2015-06-12 12:46:41,12:46:41
2015-06-12 16:46:46.122,4716721,2015-06-12 12:46:46,12:46:46
2015-06-12 16:46:49.798,4716721,2015-06-12 12:46:49,12:46:49
2015-06-12 16:47:52.129,4716721,2015-06-12 12:47:52,12:47:52
2015-06-12 16:47:58.619,4716721,2015-06-12 12:47:58,12:47:58
2015-06-12 16:48:13.647,4716721,2015-06-12 12:48:13,12:48:13
2015-06-12 16:48:33.608,4716721,2015-06-12 12:48:33,12:48:33
2015-06-12 16:48:37.255,4716721,2015-06-12 12:48:37,12:48:37
2015-06-12 16:52:04.664,4716899,2015-06-12 12:52:04,12:52:04
2015-06-12 16:52:10.649,4716899,2015-06-12 12:52:10,12:52:10
2015-06-12 16:52:14.399,4716899,2015-06-12 12:52:14,12:52:14
2015-06-12 16:56:19.814,4716899,2015-06-12 12:56:19,12:56:19
2015-06-12 16:56:25.975,4716899,2015-06-12 12:56:25,12:56:25
2015-06-12 16:56:34.729,4716899,2015-06-12 12:56:34,12:56:34
2015-06-12 16:56:43.276,4716899,2015-06-12 12:56:43,12:56:43
2015-06-12 16:56:49.678,4716899,2015-06-12 12:56:49,12:56:49
2015-06-12 17:01:39.834,4716733,2015-06-12 13:01:39,13:01:39
2015-06-12 17:01:39.898,4716733,2015-06-12 13:01:39,13:01:39
2015-06-12 17:01:39.956,4716733,2015-06-12 13:01:39,13:01:39
2015-06-12 17:01:40.016,4716733,2015-06-12 13:01:40,13:01:40
2015-06-12 17:01:40.078,4716733,2015-06-12 13:01:40,13:01:40
2015-06-12 17:01:40.134,4716733,2015-06-12 13:01:40,13:01:40
2015-06-12 17:01:40.189,4716733,2015-06-12 13:01:40,13:01:40
2015-06-12 17:01:40.250,4716733,2015-06-12 13:01:40,13:01:40
2015-06-12 18:16:32.980,4716784,2015-06-12 14:16:32,14:16:32
2015-06-12 18:16:35.979,4716784,2015-06-12 14:16:35,14:16:35
2015-06-12 18:16:39.411,4716784,2015-06-12 14:16:39,14:16:39
2015-06-12 18:34:05.904,4716784,2015-06-12 14:34:05,14:34:05
2015-06-12 18:34:31.223,4716784,2015-06-12 14:34:31,14:34:31
2015-06-12 18:34:46.172,4716784,2015-06-12 14:34:46,14:34:46
2015-06-12 18:34:55.052,4716784,2015-06-12 14:34:55,14:34:55
2015-06-12 18:35:17.548,4716784,2015-06-12 14:35:17,14:35:17
2015-06-12 18:43:40.883,4715293,2015-06-12 13:43:40,13:43:40
2015-06-12 18:43:45.060,4715293,2015-06-12 13:43:45,13:43:45
2015-06-12 18:43:54.566,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:54.696,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:54.787,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:54.847,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:54.929,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:54.989,4716732,2015-06-12 14:43:54,14:43:54
2015-06-12 18:43:55.080,4716732,2015-06-12 14:43:55,14:43:55
2015-06-12 18:43:55.148,4716732,2015-06-12 14:43:55,14:43:55
2015-06-12 18:43:55.731,4715293,2015-06-12 13:43:55,13:43:55
2015-06-12 19:05:25.114,4715293,2015-06-12 14:05:25,14:05:25
2015-06-12 19:05:39.462,4715293,2015-06-12 14:05:39,14:05:39
2015-06-12 19:05:59.292,4715293,2015-06-12 14:05:59,14:05:59
2015-06-12 19:06:04.091,4715293,2015-06-12 14:06:04,14:06:04
2015-06-12 19:07:33.779,4715293,2015-06-12 14:07:33,14:07:33
2015-06-15 10:52:00.319,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.314,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.387,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.396,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.386,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.540,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.482,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 10:52:00.673,4717608,2015-06-15 06:52:00,06:52:00
2015-06-15 11:30:43.307,4716751,2015-06-15 07:30:43,07:30:43
2015-06-15 11:30:43.746,4716751,2015-06-15 07:30:43,07:30:43
2015-06-15 11:30:43.431,4716751,2015-06-15 07:30:43,07:30:43
2015-06-15 11:30:42.816,4716751,2015-06-15 07:30:42,07:30:42
2015-06-15 11:30:43.569,4716751,2015-06-15 07:30:43,07:30:43
2015-06-15 11:30:42.677,4716751,2015-06-15 07:30:42,07:30:42
2015-06-15 11:30:43.002,4716751,2015-06-15 07:30:43,07:30:43
2015-06-15 11:30:44.020,4716751,2015-06-15 07:30:44,07:30:44
2015-06-15 11:51:49.385,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.492,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.570,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.651,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.727,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.826,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.906,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 11:51:49.976,4716935,2015-06-15 07:51:49,07:51:49
2015-06-15 12:04:11.983,4716874,2015-06-15 08:04:11,08:04:11
2015-06-15 12:04:12.092,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.165,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.256,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.335,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.458,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.550,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:04:12.635,4716874,2015-06-15 08:04:12,08:04:12
2015-06-15 12:14:38.323,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.426,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.492,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.558,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.641,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.708,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.768,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:14:38.853,4716781,2015-06-15 08:14:38,08:14:38
2015-06-15 12:20:46.452,4716983,2015-06-15 08:20:46,08:20:46
2015-06-15 12:20:46.742,4716983,2015-06-15 08:20:46,08:20:46
2015-06-15 12:20:46.916,4716983,2015-06-15 08:20:46,08:20:46
2015-06-15 12:20:47.143,4716983,2015-06-15 08:20:47,08:20:47
2015-06-15 12:20:47.316,4716983,2015-06-15 08:20:47,08:20:47
2015-06-15 12:20:47.453,4716983,2015-06-15 08:20:47,08:20:47
2015-06-15 12:20:47.706,4716983,2015-06-15 08:20:47,08:20:47
2015-06-15 12:20:50.553,4716983,2015-06-15 08:20:50,08:20:50
2015-06-15 12:25:38.313,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.316,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.324,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.310,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.302,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.356,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.511,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:25:38.541,4718317,2015-06-15 08:25:38,08:25:38
2015-06-15 12:47:24.809,4716879,2015-06-15 08:47:24,08:47:24
2015-06-15 12:47:25.001,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.186,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.272,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.348,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.477,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.613,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:47:25.722,4716879,2015-06-15 08:47:25,08:47:25
2015-06-15 12:50:12.694,4716776,2015-06-15 08:50:12,08:50:12
2015-06-15 12:50:12.773,4716776,2015-06-15 08:50:12,08:50:12
2015-06-15 12:50:12.863,4716776,2015-06-15 08:50:12,08:50:12
2015-06-15 12:50:12.952,4716776,2015-06-15 08:50:12,08:50:12
2015-06-15 12:50:13.033,4716776,2015-06-15 08:50:13,08:50:13
2015-06-15 12:50:13.135,4716776,2015-06-15 08:50:13,08:50:13
2015-06-15 12:50:13.226,4716776,2015-06-15 08:50:13,08:50:13
2015-06-15 12:50:13.305,4716776,2015-06-15 08:50:13,08:50:13
2015-06-15 12:58:44.045,4716718,2015-06-15 08:58:44,08:58:44
2015-06-15 12:58:47.974,4716718,2015-06-15 08:58:47,08:58:47
2015-06-15 12:58:52.113,4716718,2015-06-15 08:58:52,08:58:52
2015-06-15 12:59:56.648,4716718,2015-06-15 08:59:56,08:59:56
2015-06-15 13:00:07.994,4716718,2015-06-15 09:00:07,09:00:07
2015-06-15 13:00:17.674,4716718,2015-06-15 09:00:17,09:00:17
2015-06-15 13:00:35.603,4716718,2015-06-15 09:00:35,09:00:35
2015-06-15 13:00:40.208,4716718,2015-06-15 09:00:40,09:00:40
2015-06-15 13:17:01.177,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.232,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.216,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.264,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.287,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.307,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.449,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:17:01.426,4718353,2015-06-15 09:17:01,09:17:01
2015-06-15 13:18:10.463,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.623,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.643,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.692,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.658,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.675,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.688,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:18:10.898,4716514,2015-06-15 09:18:10,09:18:10
2015-06-15 13:30:04.484,4716357,2015-06-15 09:30:04,09:30:04
2015-06-15 13:30:05.359,4716357,2015-06-15 09:30:05,09:30:05
2015-06-15 13:30:08.043,4716357,2015-06-15 09:30:08,09:30:08
2015-06-15 13:36:46.497,4716357,2015-06-15 09:36:46,09:36:46
2015-06-15 13:37:14.371,4716357,2015-06-15 09:37:14,09:37:14
2015-06-15 13:38:09.970,4716357,2015-06-15 09:38:09,09:38:09
2015-06-15 14:08:22.285,4716846,2015-06-15 10:08:22,10:08:22
2015-06-15 14:08:22.399,4716846,2015-06-15 10:08:22,10:08:22
2015-06-15 14:08:22.687,4716846,2015-06-15 10:08:22,10:08:22
2015-06-15 14:08:22.932,4716846,2015-06-15 10:08:22,10:08:22
2015-06-15 14:08:23.030,4716846,2015-06-15 10:08:23,10:08:23
2015-06-15 14:08:23.112,4716846,2015-06-15 10:08:23,10:08:23
2015-06-15 14:08:23.200,4716846,2015-06-15 10:08:23,10:08:23
2015-06-15 14:08:23.297,4716846,2015-06-15 10:08:23,10:08:23
2015-06-15 14:17:49.813,4716510,2015-06-15 10:17:49,10:17:49
2015-06-15 14:17:49.819,4716510,2015-06-15 10:17:49,10:17:49
2015-06-15 14:17:49.833,4716510,2015-06-15 10:17:49,10:17:49
2015-06-15 14:17:49.925,4716510,2015-06-15 10:17:49,10:17:49
2015-06-15 14:17:50.086,4716510,2015-06-15 10:17:50,10:17:50
2015-06-15 14:17:49.907,4716510,2015-06-15 10:17:49,10:17:49
2015-06-15 14:17:50.070,4716510,2015-06-15 10:17:50,10:17:50
2015-06-15 14:17:50.645,4716510,2015-06-15 10:17:50,10:17:50
2015-06-15 14:35:23.719,4716690,2015-06-15 10:35:23,10:35:23
2015-06-15 14:35:29.708,4716690,2015-06-15 10:35:29,10:35:29
2015-06-15 14:35:35.120,4716690,2015-06-15 10:35:35,10:35:35
2015-06-15 14:35:43.299,4716690,2015-06-15 10:35:43,10:35:43
2015-06-15 14:35:48.455,4716690,2015-06-15 10:35:48,10:35:48
2015-06-15 14:35:53.141,4716690,2015-06-15 10:35:53,10:35:53
2015-06-15 14:36:21.107,4716690,2015-06-15 10:36:21,10:36:21
2015-06-15 14:36:30.553,4716690,2015-06-15 10:36:30,10:36:30
2015-06-15 15:04:30.873,4716767,2015-06-15 11:04:30,11:04:30
2015-06-15 15:04:31.027,4716767,2015-06-15 11:04:31,11:04:31
2015-06-15 15:04:31.243,4716767,2015-06-15 11:04:31,11:04:31
2015-06-15 15:04:31.477,4716767,2015-06-15 11:04:31,11:04:31
2015-06-15 15:04:31.775,4716767,2015-06-15 11:04:31,11:04:31
2015-06-15 15:04:31.892,4716767,2015-06-15 11:04:31,11:04:31
2015-06-15 15:04:32.331,4716767,2015-06-15 11:04:32,11:04:32
2015-06-15 15:04:32.473,4716767,2015-06-15 11:04:32,11:04:32
2015-06-15 15:04:59.021,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.058,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.048,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.012,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.017,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.381,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.120,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:04:59.384,4716644,2015-06-15 11:04:59,11:04:59
2015-06-15 15:41:56.659,4716770,2015-06-15 11:41:56,11:41:56
2015-06-15 15:41:56.755,4716770,2015-06-15 11:41:56,11:41:56
2015-06-15 15:41:56.838,4716770,2015-06-15 11:41:56,11:41:56
2015-06-15 15:41:56.925,4716770,2015-06-15 11:41:56,11:41:56
2015-06-15 15:41:56.999,4716770,2015-06-15 11:41:56,11:41:56
2015-06-15 15:41:57.113,4716770,2015-06-15 11:41:57,11:41:57
2015-06-15 15:41:57.280,4716770,2015-06-15 11:41:57,11:41:57
2015-06-15 15:41:57.438,4716770,2015-06-15 11:41:57,11:41:57
2015-06-15 15:51:50.655,4716796,2015-06-15 11:51:50,11:51:50
2015-06-15 15:51:55.377,4716796,2015-06-15 11:51:55,11:51:55
2015-06-15 15:52:02.194,4716796,2015-06-15 11:52:02,11:52:02
2015-06-15 15:53:20.362,4715193,2015-06-15 10:53:20,10:53:20
2015-06-15 15:53:23.864,4716796,2015-06-15 11:53:23,11:53:23
2015-06-15 15:53:42.706,4715193,2015-06-15 10:53:42,10:53:42
2015-06-15 15:53:47.238,4716796,2015-06-15 11:53:47,11:53:47
2015-06-15 15:53:57.994,4715193,2015-06-15 10:53:57,10:53:57
2015-06-15 15:54:01.750,4716796,2015-06-15 11:54:01,11:54:01
2015-06-15 15:54:21.290,4716796,2015-06-15 11:54:21,11:54:21
2015-06-15 15:54:41.985,4716796,2015-06-15 11:54:41,11:54:41
2015-06-15 15:54:48.876,4716730,2015-06-15 11:54:48,11:54:48
2015-06-15 15:54:48.960,4716730,2015-06-15 11:54:48,11:54:48
2015-06-15 15:54:49.028,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:54:49.119,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:54:49.189,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:54:49.261,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:54:49.343,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:54:49.423,4716730,2015-06-15 11:54:49,11:54:49
2015-06-15 15:57:53.880,4715193,2015-06-15 10:57:53,10:57:53
2015-06-15 15:59:03.812,4715193,2015-06-15 10:59:03,10:59:03
2015-06-15 15:59:01.016,4714332,2015-06-15 08:59:01,08:59:01
2015-06-15 15:59:04.616,4714332,2015-06-15 08:59:04,08:59:04
2015-06-15 15:59:11.005,4714332,2015-06-15 08:59:11,08:59:11
2015-06-15 15:59:14.714,4715193,2015-06-15 10:59:14,10:59:14
2015-06-15 15:59:41.246,4715193,2015-06-15 10:59:41,10:59:41
2015-06-15 15:59:50.619,4715193,2015-06-15 10:59:50,10:59:50
2015-06-15 16:02:49.747,4714332,2015-06-15 09:02:49,09:02:49
2015-06-15 16:03:13.385,4714332,2015-06-15 09:03:13,09:03:13
2015-06-15 16:03:14.227,4714332,2015-06-15 09:03:14,09:03:14
2015-06-15 16:03:28.781,4714332,2015-06-15 09:03:28,09:03:28
2015-06-15 16:05:30.059,4714332,2015-06-15 09:05:30,09:05:30
2015-06-15 16:17:29.301,4716911,2015-06-15 12:17:29,12:17:29
2015-06-15 16:17:31.733,4716911,2015-06-15 12:17:31,12:17:31
2015-06-15 16:17:37.037,4716911,2015-06-15 12:17:37,12:17:37
2015-06-15 16:18:45.815,4716911,2015-06-15 12:18:45,12:18:45
2015-06-15 16:18:59.925,4716911,2015-06-15 12:18:59,12:18:59
2015-06-15 16:19:16.136,4716911,2015-06-15 12:19:16,12:19:16
2015-06-15 16:19:30.432,4716911,2015-06-15 12:19:30,12:19:30
2015-06-15 16:19:34.375,4716911,2015-06-15 12:19:34,12:19:34
2015-06-15 16:27:41.930,4716743,2015-06-15 12:27:41,12:27:41
2015-06-15 16:27:42.078,4716743,2015-06-15 12:27:42,12:27:42
2015-06-15 16:27:42.174,4716743,2015-06-15 12:27:42,12:27:42
2015-06-15 16:27:42.273,4716743,2015-06-15 12:27:42,12:27:42
2015-06-15 16:27:42.488,4716743,2015-06-15 12:27:42,12:27:42
2015-06-15 16:27:42.864,4716743,2015-06-15 12:27:42,12:27:42
2015-06-15 16:27:43.003,4716743,2015-06-15 12:27:43,12:27:43
2015-06-15 16:27:43.092,4716743,2015-06-15 12:27:43,12:27:43
2015-06-15 16:43:34.155,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.273,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.362,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.440,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.537,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.643,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.802,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:43:34.884,4717024,2015-06-15 12:43:34,12:43:34
2015-06-15 16:44:24.205,4718303,2015-06-15 12:44:24,12:44:24
2015-06-15 16:44:27.849,4718303,2015-06-15 12:44:27,12:44:27
2015-06-15 16:44:32.021,4718303,2015-06-15 12:44:32,12:44:32
2015-06-15 16:48:55.350,4718303,2015-06-15 12:48:55,12:48:55
2015-06-15 16:48:57.800,4718303,2015-06-15 12:48:57,12:48:57
2015-06-15 16:49:02.867,4718303,2015-06-15 12:49:02,12:49:02
2015-06-15 16:49:06.713,4718303,2015-06-15 12:49:06,12:49:06
2015-06-15 16:49:49.560,4718303,2015-06-15 12:49:49,12:49:49
2015-06-15 16:50:53.456,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:53.529,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:53.603,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:53.675,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:53.762,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:53.871,4716737,2015-06-15 12:50:53,12:50:53
2015-06-15 16:50:54.144,4716737,2015-06-15 12:50:54,12:50:54
2015-06-15 16:50:54.310,4716737,2015-06-15 12:50:54,12:50:54
2015-06-15 16:55:38.264,4716803,2015-06-15 12:55:38,12:55:38
2015-06-15 16:55:42.541,4716803,2015-06-15 12:55:42,12:55:42
2015-06-15 16:55:45.623,4716803,2015-06-15 12:55:45,12:55:45
2015-06-15 16:57:04.645,4716803,2015-06-15 12:57:04,12:57:04
2015-06-15 16:57:19.428,4716803,2015-06-15 12:57:19,12:57:19
2015-06-15 16:57:31.814,4716803,2015-06-15 12:57:31,12:57:31
2015-06-15 16:57:45.840,4716803,2015-06-15 12:57:45,12:57:45
2015-06-15 16:57:49.599,4716803,2015-06-15 12:57:49,12:57:49
2015-06-15 17:13:11.007,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.216,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.320,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.418,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.514,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.632,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:11.930,4716738,2015-06-15 13:13:11,13:13:11
2015-06-15 17:13:12.047,4716738,2015-06-15 13:13:12,13:13:12
2015-06-15 17:20:27.351,4718034,2015-06-15 13:20:27,13:20:27
2015-06-15 17:20:28.097,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:20:28.493,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:20:28.193,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:20:28.946,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:20:28.915,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:20:28.564,4718034,2015-06-15 13:20:28,13:20:28
2015-06-15 17:22:09.946,4716789,2015-06-15 13:22:09,13:22:09
2015-06-15 17:25:54.123,4716789,2015-06-15 13:25:54,13:25:54
2015-06-15 17:26:15.408,4716789,2015-06-15 13:26:15,13:26:15
2015-06-15 17:26:29.338,4716789,2015-06-15 13:26:29,13:26:29
2015-06-15 17:26:38.790,4716789,2015-06-15 13:26:38,13:26:38
2015-06-15 17:26:39.946,4716789,2015-06-15 13:26:39,13:26:39
2015-06-15 17:26:40.058,4716789,2015-06-15 13:26:40,13:26:40
2015-06-15 17:26:40.064,4716789,2015-06-15 13:26:40,13:26:40
